movie_id,title,year,academy_award,won,run_time,budget,box_office,starring 1,starring 2,starring 3,starring 4,starring 5,starring 6,starring 7,starring 8,starring 9,starring 10,starring 11,starring 12,starring 13,starring 14,starring 15,starring 16,starring 17,starring 18,starring 19
a-streetcar-named-desire-1951,A Streetcar Named Desire,1951,24,no,125,1.8,8,Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden,,,,,,,,,,,,,,,
the-greatest-show-on-earth-1952,The Greatest Show on Earth,1952,25,yes,152,4,36,Betty Hutton, Cornel Wilde, Charlton Heston, James Stewart, Dorothy Lamour, Gloria Grahame, Lyle Bettger,,,,,,,,,,,,
high-noon-1952,High Noon,1952,25,no,85,0.73,12,Gary Cooper, Thomas Mitchell, Lloyd Bridges, Katy Jurado, Grace Kelly, Otto Kruger, Lon Chaney Jr., Harry Morgan, Eve McVeagh,,,,,,,,,,
ivanhoe-1952,Ivanhoe,1952,25,no,106,3.842,10.878,,,,,,,,,,,,,,,,,,,
moulin-rouge-1952,Moulin Rouge,1952,25,no,119,4.1850000000000005,5,,,,,,,,,,,,,,,,,,,
the-quiet-man-1952,The Quiet Man,1952,25,no,129,1.75,3.2,,,,,,,,,,,,,,,,,,,
from-here-to-eternity-1953,From Here to Eternity,1953,26,yes,118,2.5,30.5,Burt Lancaster, Montgomery Clift, Deborah Kerr, Frank Sinatra, Donna Reed,,,,,,,,,,,,,,
julius-caesar-1953,Julius Caesar,1953,26,no,121,2.07,3.92,,,,,,,,,,,,,,,,,,,
the-robe-1953,The Robe,1953,26,no,135,4.1,36,Richard Burton, Jean Simmons, Victor Mature, Michael Rennie,,,,,,,,,,,,,,,
roman-holiday-1953,Roman Holiday,1953,26,no,118,1.5,12,Gregory Peck, Audrey Hepburn,,,,,,,,,,,,,,,,,
shane-1953,Shane,1953,26,no,118,3.1,20,,,,,,,,,,,,,,,,,,,
on-the-waterfront-1954,On the Waterfront,1954,27,yes,108,0.91,9.6,Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger, Pat Henning, Eva Marie Saint,,,,,,,,,,,,,
the-caine-mutiny-1954,The Caine Mutiny,1954,27,no,124,2,21.8,Humphrey Bogart, José Ferrer, Van Johnson, Fred MacMurray, Robert Francis,,,,,,,,,,,,,,
the-country-girl-1954,The Country Girl,1954,27,no,104,NA,6.5,Bing Crosby, Grace Kelly, William Holden,,,,,,,,,,,,,,,,
seven-brides-for-seven-brothers-1954,Seven Brides for Seven Brothers,1954,27,no,102,2.54,9.403,Howard KeelJane PowellJeff RichardsMatt MattoxMarc PlattJacques d'AmboiseTommy RallRuss TamblynJulie NewmarRuta Lee, Norma DoggettVirginia Gibson, Betty Carr, Nancy KilgasIan WolfeMarjorie WoodRussell SimpsonHoward Petrie,,,,,,,,,,,,,,,
three-coins-in-the-fountain-1954,Three Coins in the Fountain,1954,27,no,102,1.7,5,Clifton Webb, Dorothy McGuire, Jean Peters, Louis Jourdan, Rossano Brazzi, Maggie McNamara,,,,,,,,,,,,,
marty-1955,Marty,1955,28,yes,NA,NA,NA,,,,,,,,,,,,,,,,,,,
love-is-a-manysplendored-thing-1955,Love Is a Many-Splendored Thing,1955,28,no,102,1.78,3,,,,,,,,,,,,,,,,,,,
mister-roberts-1955,Mister Roberts,1955,28,no,123,NA,21.2,,,,,,,,,,,,,,,,,,,
picnic-1955,Picnic,1955,28,no,115,NA,NA,,,,,,,,,,,,,,,,,,,
the-rose-tattoo-1955,The Rose Tattoo,1955,28,no,117,NA,4.2,Anna Magnani, Burt Lancaster,,,,,,,,,,,,,,,,,
around-the-world-in-80-days-1956,Around the World in 80 Days,1956,29,yes,182,6,42,Cantinflas, David Niven, Robert Newton, Shirley MacLaine,,,,,,,,,,,,,,,
friendly-persuasion-1956,Friendly Persuasion,1956,29,no,137,3,8,,,,,,,,,,,,,,,,,,,
giant-1956,Giant,1956,29,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
the-king-and-i-1956,The King and I,1956,29,no,133,4.55,21.3,Deborah KerrYul BrynnerRita MorenoMaureen HingertMartin Benson, Rex Thompson,,,,,,,,,,,,,,,,,
the-ten-commandments-1956,The Ten Commandments,1956,29,no,220,13,122.7,,,,,,,,,,,,,,,,,,,
the-bridge-on-the-river-kwai-1957,The Bridge on the River Kwai,1957,30,yes,161,2.8,30.6,William Holden, Jack Hawkins, Alec Guinness,,,,,,,,,,,,,,,,
12-angry-men-1957,12 Angry Men,1957,30,no,NA,0.34,NA,Henry Fonda, Lee J. Cobb, Ed Begley, E. G. Marshall, Jack Warden,,,,,,,,,,,,,,
peyton-place-1957,Peyton Place,1957,30,no,162,2.2,25.6,,,,,,,,,,,,,,,,,,,
sayonara-1957,Sayonara,1957,30,no,147,NA,NA,Marlon Brando, Patricia Owens, James Garner, Martha Scott, Miiko Taka, Miyoshi Umeki, Red Buttons, Ricardo Montalbán,,,,,,,,,,,
witness-for-the-prosecution-1957,Witness for the Prosecution,1957,30,no,116,3,9,,,,,,,,,,,,,,,,,,,
gigi-1958,Gigi,1958,31,yes,115,3.3,13.2,Leslie Caron, Louis Jourdan, Maurice Chevalier, Hermione Gingold, Eva Gabor, Jacques Bergerac, Isabel Jeans,,,,,,,,,,,,
auntie-mame-1958,Auntie Mame,1958,31,no,143,NA,9,Rosalind RussellForrest TuckerCoral BrowneRoger SmithPeggy Cass, Jan HandzlikJoanna BarnesRobin HughesPippa Scott,,,,,,,,,,,,,,,,,
cat-on-a-hot-tin-roof-1958,Cat on a Hot Tin Roof,1958,31,no,107,2.345,11.285,,,,,,,,,,,,,,,,,,,
the-defiant-ones-1958,The Defiant Ones,1958,31,no,96,0.778,NA,,,,,,,,,,,,,,,,,,,
separate-tables-1958,Separate Tables,1958,31,no,100,NA,3.1,,,,,,,,,,,,,,,,,,,
benhur-1959,Ben-Hur,1959,32,yes,212,15.2,146.9,Charlton Heston, Jack Hawkins, Haya Harareet, Stephen Boyd, Hugh Griffith, Martha Scott, Cathy O'Donnell, Sam Jaffe,,,,,,,,,,,
anatomy-of-a-murder-1959,Anatomy of a Murder,1959,32,no,160,NA,11,,,,,,,,,,,,,,,,,,,
the-diary-of-anne-frank-1959,The Diary of Anne Frank,1959,32,no,170,3.8,2.3,,,,,,,,,,,,,,,,,,,
the-nuns-story-1959,The Nun's Story,1959,32,no,149,3.5,12.8,Audrey Hepburn, Peter Finch, Edith Evans, Peggy Ashcroft,,,,,,,,,,,,,,,
room-at-the-top-1959,Room at the Top,1959,32,no,115,0.7868,NA,,,,,,,,,,,,,,,,,,,
the-apartment-1960,The Apartment,1960,33,yes,125,3,24.6,Jack Lemmon, Shirley MacLaine, Fred MacMurray, Jack Kruschen,,,,,,,,,,,,,,,
the-alamo-1960,The Alamo,1960,33,no,202,12,20,,,,,,,,,,,,,,,,,,,
elmer-gantry-1960,Elmer Gantry,1960,33,no,146,3,5.2,,,,,,,,,,,,,,,,,,,
sons-and-lovers-1960,Sons and Lovers,1960,33,no,103,0.805,NA,,,,,,,,,,,,,,,,,,,
the-sundowners-1960,The Sundowners,1960,33,no,141,NA,0,,,,,,,,,,,,,,,,,,,
west-side-story-1961,West Side Story,1961,34,yes,152,6,43.7,,,,,,,,,,,,,,,,,,,
fanny-1961,Fanny,1961,34,no,134,NA,4.5,,,,,,,,,,,,,,,,,,,
the-guns-of-navarone-1961,The Guns of Navarone,1961,34,no,158,6,28.9,,,,,,,,,,,,,,,,,,,
the-hustler-1961,The Hustler,1961,34,no,134,2.125,7.6,,,,,,,,,,,,,,,,,,,
judgment-at-nuremberg-1961,Judgment at Nuremberg,1961,34,no,179,3,10,,,,,,,,,,,,,,,,,,,
lawrence-of-arabia-1962,Lawrence of Arabia,1962,35,yes,222,15,70,Alec Guinness, Anthony Quinn, Jack Hawkins, José Ferrer, Anthony Quayle, Claude Rains, Arthur Kennedy, Omar Sharif, Peter O'Toole,,,,,,,,,,
the-longest-day-1962,The Longest Day,1962,35,no,178,7.75,50.1,John Wayne, Henry Fonda, Robert Mitchum, Sean Connery, Eddie Albert, Curd Jürgens, Richard Todd, Richard Burton, Peter Lawford, Rod Steiger, Irina Demick, Gert Fröbe, Edmond O'Brien, Kenneth More,,,,,
the-music-man-1962,The Music Man,1962,35,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
mutiny-on-the-bounty-1962,Mutiny on the Bounty,1962,35,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
to-kill-a-mockingbird-1962,To Kill a Mockingbird,1962,35,no,129,2,13.1,Gregory Peck, Mary Badham, Phillip Alford, John Megna, Ruth White, Paul Fix, Brock Peters, Frank Overton,,,,,,,,,,,
tom-jones-1963,Tom Jones,1963,36,yes,128,2.8,37.6,,,,,,,,,,,,,,,,,,,
america-america-1963,America America,1963,36,no,174,NA,NA,,,,,,,,,,,,,,,,,,,
cleopatra-1963,Cleopatra,1963,36,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
how-the-west-was-won-1963,How the West Was Won,1963,36,no,164,14.483,50,,,,,,,,,,,,,,,,,,,
lilies-of-the-field-1963,Lilies of the Field,1963,36,no,94,0.24,3,,,,,,,,,,,,,,,,,,,
my-fair-lady-1964,My Fair Lady,1964,37,yes,170,17,72,Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White, Gladys Cooper,,,,,,,,,,,,,,
becket-1964,Becket,1964,37,no,148,3,9.1,Richard Burton, Peter O'Toole, John Gielgud,,,,,,,,,,,,,,,,
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb-1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,37,no,94,1.8,9.4,Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn, Slim Pickens, Tracy Reed,,,,,,,,,,,,,
mary-poppins-1964,Mary Poppins,1964,37,no,139,6,102.3,Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns,,,,,,,,,,,,,,,
zorba-the-greek-1964,Zorba the Greek,1964,37,no,142,0.783,23.5,Anthony Quinn, Alan Bates, Irene Papas, Lila Kedrova, Sotiris Moustakas, Anna Kyriakou,,,,,,,,,,,,,
the-sound-of-music-1965,The Sound of Music,1965,38,yes,174,8.2,286.2,Julie Andrews, Christopher Plummer,,,,,,,,,,,,,,,,,
darling-1965,Darling,1965,38,no,128,3.08,4,,,,,,,,,,,,,,,,,,,
doctor-zhivago-1965,Doctor Zhivago,1965,38,no,193,11,111.7,Geraldine Chaplin, Julie Christie, Tom Courtenay, Alec Guinness, Siobhán McKenna, Ralph Richardson, Omar Sharif, Rod Steiger, Rita Tushingham,,,,,,,,,,
ship-of-fools-1965,Ship of Fools,1965,38,no,149,NA,NA,,,,,,,,,,,,,,,,,,,
a-thousand-clowns-1965,A Thousand Clowns,1965,38,no,116,NA,2.4,,,,,,,,,,,,,,,,,,,
a-man-for-all-seasons-1966,A Man for All Seasons,1966,39,yes,120,2,28.4,Paul Scofield, Wendy Hiller, Leo McKern, Orson Welles, Robert Shaw, Susannah York,,,,,,,,,,,,,
alfie-1966,Alfie,1966,39,no,113,0.8,18.8713,Michael Caine, Millicent Martin, Julia Foster, Jane Asher, Shirley Anne Field, Vivien Merchant, Eleanor Bron, Denholm Elliott, Shelley Winters,,,,,,,,,,
the-russians-are-coming-the-russians-are-coming-1966,"The Russians Are Coming, the Russians Are Coming",1966,39,no,126,3.9,21.6931,,,,,,,,,,,,,,,,,,,
the-sand-pebbles-1966,The Sand Pebbles,1966,39,no,182,12.1,30,Steve McQueen, Richard Attenborough, Richard Crenna, Candice Bergen, Marayat Andriane, Mako, Simon Oakland, Charles Knox Robinson III,,,,,,,,,,,
whos-afraid-of-virginia-woolf-1966,Who's Afraid of Virginia Woolf?,1966,39,no,132,7.5,40,,,,,,,,,,,,,,,,,,,
in-the-heat-of-the-night-1967,In the Heat of the Night,1967,40,yes,109,2,24.3,,,,,,,,,,,,,,,,,,,
bonnie-and-clyde-1967,Bonnie and Clyde,1967,40,no,111,2.5,70,Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman, Estelle Parsons,,,,,,,,,,,,,,
doctor-dolittle-1967,Doctor Dolittle,1967,40,no,152,17,9,,,,,,,,,,,,,,,,,,,
the-graduate-1967,The Graduate,1967,40,no,105,3,104.9,Anne Bancroft, Dustin Hoffman, Katharine Ross,,,,,,,,,,,,,,,,
guess-whos-coming-to-dinner-1967,Guess Who's Coming to Dinner,1967,40,no,108,4,56.7,Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton, Beah Richards, Roy E. Glenn,,,,,,,,,,,,,
oliver-1968,Oliver!,1968,41,yes,153,10,77.4,,,,,,,,,,,,,,,,,,,
funny-girl-1968,Funny Girl,1968,41,no,149,14.1,58.5,Barbra Streisand, Omar Sharif, Kay Medford,,,,,,,,,,,,,,,,
the-lion-in-winter-1968,The Lion in Winter,1968,41,no,134,4,22.3,Peter O'Toole, Katharine Hepburn, Anthony Hopkins, John Castle, Nigel Terry, Timothy Dalton,,,,,,,,,,,,,
rachel-rachel-1968,"Rachel, Rachel",1968,41,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
romeo-and-juliet-1968,Romeo and Juliet,1968,41,no,138,0.85,38.9,Leonard Whiting, Olivia Hussey, Milo O'Shea, Michael York, John McEnery, Natasha Parry, Pat Heywood, Robert Stephens,,,,,,,,,,,
midnight-cowboy-1969,Midnight Cowboy,1969,42,yes,113,3.2,44.8,Dustin Hoffman, Jon Voight,,,,,,,,,,,,,,,,,
anne-of-the-thousand-days-1969,Anne of the Thousand Days,1969,42,no,145,NA,NA,,,,,,,,,,,,,,,,,,,
butch-cassidy-and-the-sundance-kid-1969,Butch Cassidy and the Sundance Kid,1969,42,no,110,6,102.3,Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Jeff Corey, Henry Jones,,,,,,,,,,,,,
hello-dolly-1969,"Hello, Dolly!",1969,42,no,148,25,26,,,,,,,,,,,,,,,,,,,
z-1969,Z,1969,42,no,127,NA,14.3,Jean-Louis Trintignant, Yves Montand, Irene Papas, Jacques Perrin,,,,,,,,,,,,,,,
patton-1970,Patton,1970,43,yes,170,12.6,61.8,George C. Scott, Karl Malden,,,,,,,,,,,,,,,,,
airport-1970,Airport,1970,43,no,137,10.2,100.5,,,,,,,,,,,,,,,,,,,
five-easy-pieces-1970,Five Easy Pieces,1970,43,no,96,1.6,18.1,Jack Nicholson, Karen Black, Susan Anspach,,,,,,,,,,,,,,,,
love-story-1970,Love Story,1970,43,no,100,2.2,136.4,Ali MacGraw, Ryan O'Neal,,,,,,,,,,,,,,,,,
mash-1970,M*A*S*H,1970,43,no,116,3.025,81.6,,,,,,,,,,,,,,,,,,,
the-french-connection-1971,The French Connection,1971,44,yes,104,1.8,51.7,Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco, Marcel Bozzuffi,,,,,,,,,,,,,,
a-clockwork-orange-1971,A Clockwork Orange,1971,44,no,136,2.2,26.6,Malcolm McDowell, Patrick Magee, Adrienne Corri, Miriam Karlin,,,,,,,,,,,,,,,
fiddler-on-the-roof-1971,Fiddler on the Roof,1971,44,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
the-last-picture-show-1971,The Last Picture Show,1971,44,no,118,1.3,29.1,Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Eileen Brennan, Ellen Burstyn, Ben Johnson, Cloris Leachman, Randy Quaid,,,,,,,,,,,
nicholas-and-alexandra-1971,Nicholas and Alexandra,1971,44,no,188,9,7,Laurence Olivier, Michael Jayston, Janet Suzman, Tom Baker,,,,,,,,,,,,,,,
the-godfather-1972,The Godfather,1972,45,yes,177,NA,286,Marlon Brando, Al Pacino, James Caan, Richard S. Castellano, Robert Duvall, Sterling Hayden, John Marley, Richard Conte, Diane Keaton,,,,,,,,,,
cabaret-1972,Cabaret,1972,45,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
deliverance-1972,Deliverance,1972,45,no,110,2,46.1,Jon Voight, Burt Reynolds, Ned Beatty, Ronny Cox,,,,,,,,,,,,,,,
the-emigrants-1972,The Emigrants,1972,45,no,191,1.6,NA,,,,,,,,,,,,,,,,,,,
sounder-1972,Sounder,1972,45,no,105,1.9,16.8898,,,,,,,,,,,,,,,,,,,
the-sting-1973,The Sting,1973,46,yes,129,5.5,159.6,Paul Newman, Robert Redford, Robert Shaw,,,,,,,,,,,,,,,,
american-graffiti-1973,American Graffiti,1973,46,no,112,0.777,140,Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith, Candy Clark, Mackenzie Phillips, Cindy Williams, Wolfman Jack,,,,,,,,,,,
cries-and-whispers-1973,Cries and Whispers,1973,46,no,91,0.45,1.5,,,,,,,,,,,,,,,,,,,
the-exorcist-1973,The Exorcist,1973,46,no,121,12,441.3,Ellen Burstyn, Max von Sydow, Lee J. Cobb, Kitty Winn, Jack MacGowran, Jason Miller, Linda Blair,,,,,,,,,,,,
a-touch-of-class-1973,A Touch of Class,1973,46,no,106,NA,16.8,,,,,,,,,,,,,,,,,,,
the-godfather-part-ii-1974,The Godfather Part II,1974,47,yes,200,13,193,Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, Talia Shire, Morgana King, John Cazale, Marianna Hill, Lee Strasberg,,,,,,,,,,
chinatown-1974,Chinatown,1974,47,no,131,6,29.2,Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez, John Hillerman,,,,,,,,,,,,,,
the-conversation-1974,The Conversation,1974,47,no,113,1.6,4.4,Gene Hackman, John Cazale, Allen Garfield, Cindy Williams, Frederic Forrest,,,,,,,,,,,,,,
lenny-1974,Lenny,1974,47,no,111,NA,NA,,,,,,,,,,,,,,,,,,,
the-towering-inferno-1974,The Towering Inferno,1974,47,no,165,14,116,,,,,,,,,,,,,,,,,,,
one-flew-over-the-cuckoos-nest-1975,One Flew Over the Cuckoo's Nest,1975,48,yes,133,3,109,,,,,,,,,,,,,,,,,,,
barry-lyndon-1975,Barry Lyndon,1975,48,no,187,11,20.2,,,,,,,,,,,,,,,,,,,
dog-day-afternoon-1975,Dog Day Afternoon,1975,48,no,125,1.8,50,Al Pacino, John Cazale, James Broderick, Charles Durning,,,,,,,,,,,,,,,
jaws-1975,Jaws,1975,48,no,124,9,470.7,Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton,,,,,,,,,,,,,,
nashville-1975,Nashville,1975,48,no,160,2.2,10,,,,,,,,,,,,,,,,,,,
rocky-1976,Rocky,1976,49,yes,119,1.1,225,Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith,,,,,,,,,,,,,,
all-the-presidents-men-1976,All the President's Men,1976,49,no,138,1.5,70.6,,,,,,,,,,,,,,,,,,,
bound-for-glory-1976,Bound for Glory,1976,49,no,147,10,NA,,,,,,,,,,,,,,,,,,,
network-1976,Network,1976,49,no,121,3.8,23.7,,,,,,,,,,,,,,,,,,,
taxi-driver-1976,Taxi Driver,1976,49,no,113,1.9,28.3,Robert De Niro, Jodie Foster, Albert Brooks, Harvey Keitel, Leonard Harris, Peter Boyle, Cybill Shepherd,,,,,,,,,,,,
annie-hall-1977,Annie Hall,1977,50,yes,93,4,38.3,Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Paul Simon, Janet Margolin, Shelley Duvall, Christopher Walken, Colleen Dewhurst,,,,,,,,,,
the-goodbye-girl-1977,The Goodbye Girl,1977,50,no,110,NA,102,,,,,,,,,,,,,,,,,,,
julia-1977,Julia,1977,50,no,118,7.84,20.7,,,,,,,,,,,,,,,,,,,
star-wars-1977,Star Wars,1977,50,no,121,11,775.4,Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness,,,,,,,,,,,,,,
the-turning-point-1977,The Turning Point,1977,50,no,119,NA,33.6,,,,,,,,,,,,,,,,,,,
the-deer-hunter-1978,The Deer Hunter,1978,51,yes,183,15,49,Robert De Niro, John Cazale, John Savage, Meryl Streep, Christopher Walken,,,,,,,,,,,,,,
coming-home-1978,Coming Home,1978,51,no,126,3,36,,,,,,,,,,,,,,,,,,,
heaven-can-wait-1978,Heaven Can Wait,1978,51,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
midnight-express-1978,Midnight Express,1978,51,no,121,4.4159999999999995,35,Brad Davis, Randy Quaid, John Hurt, Paul L. Smith, Irene Miracle,,,,,,,,,,,,,,
an-unmarried-woman-1978,An Unmarried Woman,1978,51,no,125,2.515,24,,,,,,,,,,,,,,,,,,,
kramer-vs-kramer-1979,Kramer vs. Kramer,1979,52,yes,105,8,106.3,,,,,,,,,,,,,,,,,,,
all-that-jazz-1979,All That Jazz,1979,52,no,123,12,37.8,,,,,,,,,,,,,,,,,,,
apocalypse-now-1979,Apocalypse Now,1979,52,no,153,31.5,150,Marlon Brando, Robert Duvall, Martin Sheen, Frederic Forrest, Albert Hall, Sam Bottoms, Larry Fishburne, Dennis Hopper,,,,,,,,,,,
breaking-away-1979,Breaking Away,1979,52,no,101,2.3,20,,,,,,,,,,,,,,,,,,,
norma-rae-1979,Norma Rae,1979,52,no,110,4.5,22,,,,,,,,,,,,,,,,,,,
ordinary-people-1980,Ordinary People,1980,53,yes,124,6,54.8,,,,,,,,,,,,,,,,,,,
coal-miners-daughter-1980,Coal Miner's Daughter,1980,53,no,125,15,67.18,,,,,,,,,,,,,,,,,,,
the-elephant-man-1980,The Elephant Man,1980,53,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
raging-bull-1980,Raging Bull,1980,53,no,129,18,23.4,,,,,,,,,,,,,,,,,,,
tess-1980,Tess,1980,53,no,186,12,20.1,,,,,,,,,,,,,,,,,,,
